series_id,series_dir,window,aligned_TV_median,ARI_median,alignment_gain_tv_median,taxonomy
Kaohsiung City,kaohsiung_city,5,0.6272672997521502,0.06697728596389048,0.06997399205075838,STRUCTURALLY UNSTABLE
New Taipei City,new_taipei_city,5,0.7892693887863841,0.0,0.20290285668202812,STRUCTURALLY UNSTABLE
Pingtung County,pingtung_county,5,0.4588218733136143,0.12969673850848754,0.48836443786110195,STRUCTURALLY UNSTABLE
Taichung City,taichung_city,5,0.3611780560708472,0.7642019462696499,0.5193247284208025,SOFT-REPARAMETERISED
Tainan City,tainan_city,5,0.44357157471988884,0.0,0.3995858891201871,STRUCTURALLY UNSTABLE
Taipei City,taipei_city,5,0.6094525629388434,0.10381831794359864,0.2286643572151661,STRUCTURALLY UNSTABLE
Yunlin County,yunlin_county,5,0.5275689334209476,-0.030684931506849346,0.33568650217992924,STRUCTURALLY UNSTABLE
