receiver_condition,domain,series,seed_a,seed_b,panel_size,rows_per_context,P_star,aligned_tv,ari,alignment_gain,canonical_P_star,permutation_exact_agreement_with_96,delta_aligned_tv_vs_96,delta_ari_vs_96,delta_alignment_gain_vs_96,taxonomy_96,taxonomy_sensitivity,executability_status
LSTM_REFERENCE,Electricity,T60,42,123,72,24,2-3-4-1-0,0.3554120218982143,0.0996239030505641,0.5389419825250001,2-3-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T60,42,123,48,16,0-3-4-1-2,0.5723837208267858,0.0996239030505641,0.32197028359642865,2-3-4-1-0,FALSE,0.2169716989285715,0.0,-0.2169716989285715,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T60,42,2025,96,32,0-4-1-3-2,0.4234883368517857,0.29638887411583253,0.30957279771428575,0-4-1-3-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T60,42,2025,72,24,3-4-1-2-0,0.4615405081732143,0.29638887411583253,0.2715206263928572,0-4-1-3-2,FALSE,0.038052171321428574,0.0,-0.038052171321428574,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T60,42,2025,48,16,0-4-1-3-2,0.4234883368517857,0.29638887411583253,0.30957279771428575,0-4-1-3-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T60,123,2025,96,32,0-2-3-4-1,0.5702982951071428,0.14944383119639976,0.24643989982142855,0-2-3-4-1,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T60,123,2025,72,24,0-2-3-4-1,0.5702982951071428,0.14944383119639976,0.24643989982142855,0-2-3-4-1,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T60,123,2025,48,16,0-2-3-4-1,0.5702982951071428,0.14944383119639976,0.24643989982142855,0-2-3-4-1,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T321,42,123,96,32,0-1-4-2-3,0.5512830637857143,-0.003352891869237205,0.06048398485714279,0-1-4-2-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T321,42,123,72,24,0-1-4-2-3,0.5512830637857143,-0.003352891869237205,0.06048398485714279,0-1-4-2-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T321,42,123,48,16,0-1-4-2-3,0.5512830637857143,-0.003352891869237205,0.06048398485714279,0-1-4-2-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T321,42,2025,96,32,0-4-2-3-1,0.45755316208214275,0.17130044843049333,0.21979563628571447,0-4-2-3-1,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T321,42,2025,72,24,0-4-2-3-1,0.45755316208214275,0.17130044843049333,0.21979563628571447,0-4-2-3-1,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T321,42,2025,48,16,0-4-2-3-1,0.45755316208214275,0.17130044843049333,0.21979563628571447,0-4-2-3-1,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T321,123,2025,96,32,0-4-1-3-2,0.4370033798107143,0.0748129675810474,0.11124934275714277,0-4-1-3-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T321,123,2025,72,24,0-4-1-3-2,0.4370033798107143,0.0748129675810474,0.11124934275714277,0-4-1-3-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T321,123,2025,48,16,0-1-2-3-4,0.5482527225678571,0.0748129675810474,0.0,0-4-1-3-2,FALSE,0.11124934275714277,0.0,-0.11124934275714277,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T237,42,123,96,32,4-3-1-0-2,0.48908813576785715,1.0,0.13876037307142852,4-3-1-0-2,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Electricity,T237,42,123,72,24,4-2-1-0-3,0.48908813576785715,1.0,0.13876037307142852,4-3-1-0-2,FALSE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Electricity,T237,42,123,48,16,4-2-1-0-3,0.48908813576785715,1.0,0.13876037307142852,4-3-1-0-2,FALSE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Electricity,T237,42,2025,96,32,0-3-1-2-4,0.30933189630357144,1.0,0.3734850528214286,0-3-1-2-4,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Electricity,T237,42,2025,72,24,0-3-1-2-4,0.30933189630357144,1.0,0.3734850528214286,0-3-1-2-4,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Electricity,T237,42,2025,48,16,0-3-1-2-4,0.30933189630357144,1.0,0.3734850528214286,0-3-1-2-4,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Electricity,T237,123,2025,96,32,2-4-1-3-0,0.5501020744285714,1.0,-0.0004210217857142373,2-4-1-3-0,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Electricity,T237,123,2025,72,24,2-3-1-0-4,0.46168341914285715,1.0,0.0879976335,2-4-1-3-0,FALSE,-0.08841865528571424,0.0,0.08841865528571424,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Electricity,T237,123,2025,48,16,2-3-4-1-0,0.556382957,1.0,-0.006701904357142796,2-4-1-3-0,FALSE,0.006280882571428559,0.0,-0.006280882571428559,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Electricity,T134,42,123,96,32,0-3-4-1-2,0.5091081747357143,0.5189170426935091,0.04780463935000001,0-3-4-1-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T134,42,123,72,24,0-3-4-1-2,0.5091081747357143,0.5189170426935091,0.04780463935000001,0-3-4-1-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T134,42,123,48,16,0-3-4-1-2,0.5091081747357143,0.5189170426935091,0.04780463935000001,0-3-4-1-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T134,42,2025,96,32,3-4-0-1-2,0.45592334374107146,0.25245187068652375,0.19216354201071417,3-4-0-1-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T134,42,2025,72,24,3-4-0-1-2,0.45592334374107146,0.25245187068652375,0.19216354201071417,3-4-0-1-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T134,42,2025,48,16,3-4-0-1-2,0.45592334374107146,0.25245187068652375,0.19216354201071417,3-4-0-1-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T134,123,2025,96,32,3-1-2-4-0,0.4565603282732142,0.2155397833395592,0.1974557034285715,3-1-2-4-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T134,123,2025,72,24,3-1-2-4-0,0.4565603282732142,0.2155397833395592,0.1974557034285715,3-1-2-4-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Electricity,T134,123,2025,48,16,3-1-2-4-0,0.4565603282732142,0.2155397833395592,0.1974557034285715,3-1-2-4-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Kaohsiung City,42,123,96,32,2-3-4-1-0,0.7414508104571429,-0.17895979094664088,0.06997399215714273,2-3-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Kaohsiung City,42,123,72,24,2-3-4-1-0,0.7414508104571429,-0.17895979094664088,0.06997399215714273,2-3-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Kaohsiung City,42,123,48,16,2-3-4-1-0,0.7414508104571429,-0.17895979094664088,0.06997399215714273,2-3-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Kaohsiung City,42,2025,96,32,3-2-4-1-0,0.6272673003571428,0.13051714339837084,0.1840521898928571,3-2-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Kaohsiung City,42,2025,72,24,1-2-4-3-0,0.5867671911785715,0.13051714339837084,0.22455229907142849,3-2-4-1-0,FALSE,-0.040500109178571386,0.0,0.040500109178571386,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Kaohsiung City,42,2025,48,16,2-3-4-1-0,0.5639217921428572,0.13051714339837084,0.24739769810714274,3-2-4-1-0,FALSE,-0.06334550821428564,0.0,0.06334550821428564,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Kaohsiung City,123,2025,96,32,0-4-2-1-3,0.5911819936035715,0.06697728596389048,0.0606844202607143,0-4-2-1-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Kaohsiung City,123,2025,72,24,0-4-1-3-2,0.5699567900785715,0.06697728596389048,0.08190962378571431,0-4-2-1-3,FALSE,-0.021225203525000014,0.0,0.021225203525000014,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Kaohsiung City,123,2025,48,16,0-4-2-1-3,0.5911819936035715,0.06697728596389048,0.0606844202607143,0-4-2-1-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,New Taipei City,42,123,96,32,0-4-1-3-2,0.7892693879464286,0.0,0.20622032785714273,0-4-1-3-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,New Taipei City,42,123,72,24,0-3-1-2-4,0.7937796758035714,0.0,0.20171003999999992,0-4-1-3-2,FALSE,0.004510287857142803,0.0,-0.004510287857142803,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,New Taipei City,42,123,48,16,0-3-4-2-1,0.9358958488392858,0.0,0.05959386696428559,0-4-1-3-2,FALSE,0.14662646089285714,0.0,-0.14662646089285714,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,New Taipei City,42,2025,96,32,0-3-4-1-2,0.7696842194285713,0.0,0.20290285792857166,0-3-4-1-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,New Taipei City,42,2025,72,24,0-3-4-1-2,0.7696842194285713,0.0,0.20290285792857166,0-3-4-1-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,New Taipei City,42,2025,48,16,0-1-4-2-3,0.7696842194285713,0.0,0.20290285792857166,0-3-4-1-2,FALSE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,New Taipei City,123,2025,96,32,0-3-2-1-4,0.9084829219107142,0.0,0.02741292457142852,0-3-2-1-4,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,New Taipei City,123,2025,72,24,0-3-2-1-4,0.9084829219107142,0.0,0.02741292457142852,0-3-2-1-4,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,New Taipei City,123,2025,48,16,0-3-2-1-4,0.9084829219107142,0.0,0.02741292457142852,0-3-2-1-4,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Pingtung County,42,123,96,32,2-3-4-1-0,0.4588218732857143,0.12969673850848754,0.5056683553571428,2-3-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Pingtung County,42,123,72,24,3-2-4-1-0,0.4564613079285714,0.12969673850848754,0.5080289207142857,2-3-4-1-0,FALSE,-0.002360565357142852,0.0,0.0023605653571429075,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Pingtung County,42,123,48,16,3-2-4-1-0,0.4564613079285714,0.12969673850848754,0.5080289207142857,2-3-4-1-0,FALSE,-0.002360565357142852,0.0,0.0023605653571429075,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Pingtung County,42,2025,96,32,3-2-4-1-0,0.5606899188392858,0.11055354774966841,0.3702097015000001,3-2-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Pingtung County,42,2025,72,24,3-2-4-1-0,0.5606899188392858,0.11055354774966841,0.3702097015000001,3-2-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Pingtung County,42,2025,48,16,3-2-4-1-0,0.5606899188392858,0.11055354774966841,0.3702097015000001,3-2-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Pingtung County,123,2025,96,32,0-4-2-1-3,0.37170509726785717,0.13996138996138988,0.48836444014285707,0-4-2-1-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Pingtung County,123,2025,72,24,0-4-2-1-3,0.37170509726785717,0.13996138996138988,0.48836444014285707,0-4-2-1-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Pingtung County,123,2025,48,16,0-4-2-1-3,0.37170509726785717,0.13996138996138988,0.48836444014285707,0-4-2-1-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taichung City,42,123,96,32,0-3-4-1-2,0.36117805694285715,0.8892238131122834,0.5193247261607146,0-3-4-1-2,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Dengue,Taichung City,42,123,72,24,0-3-4-1-2,0.36117805694285715,0.8892238131122834,0.5193247261607146,0-3-4-1-2,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Dengue,Taichung City,42,123,48,16,0-3-4-1-2,0.36117805694285715,0.8892238131122834,0.5193247261607146,0-3-4-1-2,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Dengue,Taichung City,42,2025,96,32,0-1-3-4-2,0.3505936169625,0.7228426395939086,0.5400422255357145,0-1-3-4-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taichung City,42,2025,72,24,0-2-4-1-3,0.6637075830053571,0.7228426395939086,0.22692825949285733,0-1-3-4-2,FALSE,0.31311396604285713,0.0,-0.31311396604285713,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taichung City,42,2025,48,16,0-3-4-1-2,0.6237594779339286,0.7228426395939086,0.2668763645642859,0-1-3-4-2,FALSE,0.2731658609714286,0.0,-0.2731658609714286,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taichung City,123,2025,96,32,0-4-2-1-3,0.4410111939553571,0.7642019462696499,0.08137782285714296,0-4-2-1-3,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Dengue,Taichung City,123,2025,72,24,0-4-2-1-3,0.4410111939553571,0.7642019462696499,0.08137782285714296,0-4-2-1-3,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Dengue,Taichung City,123,2025,48,16,0-4-2-1-3,0.4410111939553571,0.7642019462696499,0.08137782285714296,0-4-2-1-3,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Dengue,Tainan City,42,123,96,32,2-3-4-1-0,0.37684359851785715,0.2937579617834395,0.5057998529285714,2-3-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Tainan City,42,123,72,24,2-3-4-1-0,0.37684359851785715,0.2937579617834395,0.5057998529285714,2-3-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Tainan City,42,123,48,16,2-3-4-1-0,0.37684359851785715,0.2937579617834395,0.5057998529285714,2-3-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Tainan City,42,2025,96,32,1-3-0-4-2,0.5444561763089286,0.0,0.39958588577499976,1-3-0-4-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Tainan City,42,2025,72,24,1-2-4-3-0,0.48021026172678566,0.0,0.4638318003571427,1-3-0-4-2,FALSE,-0.06424591458214296,0.0,0.06424591458214296,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Tainan City,42,2025,48,16,1-3-0-4-2,0.5444561763089286,0.0,0.39958588577499976,1-3-0-4-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Tainan City,123,2025,96,32,0-4-1-3-2,0.44357157663749996,0.0,0.3033540028214288,0-4-1-3-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Tainan City,123,2025,72,24,0-4-1-3-2,0.44357157663749996,0.0,0.3033540028214288,0-4-1-3-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Tainan City,123,2025,48,16,0-4-3-1-2,0.48116214257678563,0.0,0.26576343688214316,0-4-1-3-2,FALSE,0.03759056593928567,0.0,-0.03759056593928567,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taipei City,42,123,96,32,0-3-4-1-2,0.2699093950089286,0.10381831794359864,0.6596040055357144,0-3-4-1-2,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taipei City,42,123,72,24,0-2-1-3-4,0.6849735101339285,0.10381831794359864,0.24453989041071456,0-3-4-1-2,FALSE,0.4150641151249999,0.0,-0.41506411512499986,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taipei City,42,123,48,16,0-2-1-3-4,0.6849735101339285,0.10381831794359864,0.24453989041071456,0-3-4-1-2,FALSE,0.4150641151249999,0.0,-0.41506411512499986,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taipei City,42,2025,96,32,0-2-4-1-3,0.6094525624821429,0.10381831794359864,0.2286643546785717,0-2-4-1-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taipei City,42,2025,72,24,0-2-4-1-3,0.6094525624821429,0.10381831794359864,0.2286643546785717,0-2-4-1-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taipei City,42,2025,48,16,0-2-4-1-3,0.6094525624821429,0.10381831794359864,0.2286643546785717,0-2-4-1-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taipei City,123,2025,96,32,0-3-2-1-4,0.7095929621517856,-0.0978217821782178,0.005998812160714406,0-3-2-1-4,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taipei City,123,2025,72,24,0-3-2-1-4,0.7095929621517856,-0.0978217821782178,0.005998812160714406,0-3-2-1-4,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Taipei City,123,2025,48,16,0-3-2-1-4,0.7095929621517856,-0.0978217821782178,0.005998812160714406,0-3-2-1-4,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Yunlin County,42,123,96,32,2-3-4-1-0,0.261916108,0.8415182938759538,0.7066581266071429,2-3-4-1-0,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Dengue,Yunlin County,42,123,72,24,2-3-4-1-0,0.261916108,0.8415182938759538,0.7066581266071429,2-3-4-1-0,TRUE,0.0,0.0,0.0,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Dengue,Yunlin County,42,123,48,16,2-1-4-3-0,0.5561551192499999,0.8415182938759538,0.41241911535714293,2-3-4-1-0,FALSE,0.29423901124999996,0.0,-0.29423901124999996,SOFT-REPARAMETERISED,SOFT-REPARAMETERISED,EXECUTABLE
LSTM_REFERENCE,Dengue,Yunlin County,42,2025,96,32,3-2-4-1-0,0.5275689323392857,-0.03714647530603632,0.33568650353571416,3-2-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Yunlin County,42,2025,72,24,3-2-4-1-0,0.5275689323392857,-0.03714647530603632,0.33568650353571416,3-2-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Yunlin County,42,2025,48,16,3-2-4-1-0,0.5275689323392857,-0.03714647530603632,0.33568650353571416,3-2-4-1-0,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Yunlin County,123,2025,96,32,0-3-1-2-4,0.5616162287321429,-0.030684931506849346,-0.0024569280000000804,0-3-1-2-4,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Yunlin County,123,2025,72,24,0-3-1-2-4,0.5616162287321429,-0.030684931506849346,-0.0024569280000000804,0-3-1-2-4,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
LSTM_REFERENCE,Dengue,Yunlin County,123,2025,48,16,0-4-1-2-3,0.4646286565892857,-0.030684931506849346,0.09453064414285711,0-3-1-2-4,FALSE,-0.09698757214285719,0.0,0.09698757214285719,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
GRU_CONTROLLED_ALTERNATIVE,WHO,Australia,42,123,96,32,0-2-4-1-3,0.5415980323571429,0.3189189189189189,0.153363647142857,0-2-4-1-3,TRUE,0.0,0.0,0.0,STRUCTURALLY UNSTABLE,STRUCTURALLY UNSTABLE,EXECUTABLE
