receiver_architecture,country,sender_seed,receiver_seed,receiver_stratum,rho_FUNCTIONAL,rho_THETA_RKA,delta_rho
TRANSFORMER,New Zealand,123,123,CROSS_ARCH_SAME_SEED_ID,0.1494416999119748,0.10534311543146314,0.04409858448051167
TRANSFORMER,New Zealand,123,2025,CROSS_ARCH_CROSS_SEED,1.8807455367848314,1.9643110234592709,-0.08356548667443953
TRANSFORMER,New Zealand,2025,42,CROSS_ARCH_CROSS_SEED,1.1842921059179505,1.0437486301538041,0.14054347576414639
TRANSFORMER,New Zealand,2025,123,CROSS_ARCH_CROSS_SEED,1.1070862241721766,1.1117490727232613,-0.004662848551084675
TRANSFORMER,New Zealand,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.27245416883729007,0.21356795963467373,0.058886209202616335
TRANSFORMER,Northern Mariana Islands,42,42,CROSS_ARCH_SAME_SEED_ID,0.4096884272219616,0.451727862937406,-0.04203943571544444
TRANSFORMER,Northern Mariana Islands,42,123,CROSS_ARCH_CROSS_SEED,0.4770077916646046,0.412267249616237,0.0647405420483676
TRANSFORMER,Northern Mariana Islands,42,2025,CROSS_ARCH_CROSS_SEED,3.5854788253364354,3.685208965242856,-0.09973013990642077
TRANSFORMER,Northern Mariana Islands,123,42,CROSS_ARCH_CROSS_SEED,0.48768104403956447,1.9601927942646347,-1.4725117502250702
TRANSFORMER,Northern Mariana Islands,123,123,CROSS_ARCH_SAME_SEED_ID,0.7217729921804071,0.5222965140212986,0.19947647815910852
TRANSFORMER,Northern Mariana Islands,123,2025,CROSS_ARCH_CROSS_SEED,0.649520726730817,0.7338111085696661,-0.08429038183884918
TRANSFORMER,Northern Mariana Islands,2025,42,CROSS_ARCH_CROSS_SEED,2.1111872365602906,1.9609128908734972,0.15027434568679343
TRANSFORMER,Northern Mariana Islands,2025,123,CROSS_ARCH_CROSS_SEED,0.6874951195270418,1.3907966596395303,-0.7033015401124885
TRANSFORMER,Northern Mariana Islands,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.07580847245036347,0.1524963775793153,-0.07668790512895184
TRANSFORMER,Papua New Guinea,42,42,CROSS_ARCH_SAME_SEED_ID,0.3856476535440716,0.4740598325410126,-0.08841217899694098
TRANSFORMER,Papua New Guinea,42,123,CROSS_ARCH_CROSS_SEED,0.7838870255338964,0.6996858913854164,0.08420113414848007
TRANSFORMER,Papua New Guinea,42,2025,CROSS_ARCH_CROSS_SEED,0.9382851891681745,0.9609248546090432,-0.022639665440868706
TRANSFORMER,Papua New Guinea,123,42,CROSS_ARCH_CROSS_SEED,1.1249484032835253,1.4255787212434046,-0.30063031795987927
TRANSFORMER,Papua New Guinea,123,123,CROSS_ARCH_SAME_SEED_ID,0.5513316663667719,0.8987352734602728,-0.34740360709350093
TRANSFORMER,Papua New Guinea,123,2025,CROSS_ARCH_CROSS_SEED,1.181110926302402,1.1502055978183894,0.030905328484012617
TRANSFORMER,Papua New Guinea,2025,42,CROSS_ARCH_CROSS_SEED,1.9314229828398675,1.6854279678811543,0.24599501495871312
TRANSFORMER,Papua New Guinea,2025,123,CROSS_ARCH_CROSS_SEED,1.0263544060984005,1.3130357233787044,-0.286681317280304
TRANSFORMER,Papua New Guinea,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.2274192283061698,0.07088011163493531,0.1565391166712345
TRANSFORMER,Philippines,42,42,CROSS_ARCH_SAME_SEED_ID,0.09077388354840671,0.08757875954774877,0.0031951240006579396
TRANSFORMER,Philippines,42,123,CROSS_ARCH_CROSS_SEED,0.4197043828723138,0.42804742371659726,-0.008343040844283445
TRANSFORMER,Philippines,42,2025,CROSS_ARCH_CROSS_SEED,1.2741322068442011,1.2990176076437097,-0.024885400799508517
TRANSFORMER,Philippines,123,42,CROSS_ARCH_CROSS_SEED,0.49029568889841335,0.5348607702398142,-0.0445650813414008
TRANSFORMER,Philippines,123,123,CROSS_ARCH_SAME_SEED_ID,0.19129236267775215,0.29784055179071894,-0.10654818911296679
TRANSFORMER,Philippines,123,2025,CROSS_ARCH_CROSS_SEED,0.3184022191057452,0.269559740084459,0.04884247902128619
TRANSFORMER,Philippines,2025,42,CROSS_ARCH_CROSS_SEED,1.3892673134574904,1.4452894484437133,-0.05602213498622288
TRANSFORMER,Philippines,2025,123,CROSS_ARCH_CROSS_SEED,0.7644288512001128,0.5097860527037944,0.25464279849631843
TRANSFORMER,Philippines,2025,2025,CROSS_ARCH_SAME_SEED_ID,1.2054300542794802,0.1338183139042103,1.0716117403752699
TRANSFORMER,Singapore,42,42,CROSS_ARCH_SAME_SEED_ID,0.1987380471194349,0.1547993328009317,0.043938714318503214
TRANSFORMER,Singapore,42,123,CROSS_ARCH_CROSS_SEED,1.8135210939418156,1.8584793314243981,-0.04495823748258254
TRANSFORMER,Singapore,42,2025,CROSS_ARCH_CROSS_SEED,1.3606299609218389,1.277100760303141,0.08352920061869784
TRANSFORMER,Singapore,123,42,CROSS_ARCH_CROSS_SEED,0.9457909883146947,1.080597441460537,-0.1348064531458424
TRANSFORMER,Singapore,123,123,CROSS_ARCH_SAME_SEED_ID,1.0434159917366357,1.1265897475795568,-0.08317375584292108
TRANSFORMER,Singapore,123,2025,CROSS_ARCH_CROSS_SEED,1.8232796068178379,1.7913728090148187,0.03190679780301919
TRANSFORMER,Singapore,2025,42,CROSS_ARCH_CROSS_SEED,1.5723850561019688,1.0101037453092454,0.5622813107927234
TRANSFORMER,Singapore,2025,123,CROSS_ARCH_CROSS_SEED,1.463637932814032,1.8670955385026797,-0.40345760568864764
TRANSFORMER,Singapore,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.7722406082969677,0.6208335517199678,0.15140705657699993
TRANSFORMER,Sri Lanka,42,42,CROSS_ARCH_SAME_SEED_ID,0.5934739570641951,0.4901484227942045,0.10332553426999064
TRANSFORMER,Sri Lanka,42,123,CROSS_ARCH_CROSS_SEED,0.6890242687534368,0.7484032583036405,-0.05937898955020371
TRANSFORMER,Sri Lanka,42,2025,CROSS_ARCH_CROSS_SEED,1.0950805191922803,1.669913066286746,-0.5748325470944657
TRANSFORMER,Sri Lanka,123,42,CROSS_ARCH_CROSS_SEED,1.1536590059684586,1.5154507011702265,-0.3617916952017679
TRANSFORMER,Sri Lanka,123,123,CROSS_ARCH_SAME_SEED_ID,1.1379574995095691,0.22396773645675935,0.9139897630528098
TRANSFORMER,Sri Lanka,123,2025,CROSS_ARCH_CROSS_SEED,0.8874147602919574,1.1010552993919516,-0.21364053909999414
TRANSFORMER,Sri Lanka,2025,42,CROSS_ARCH_CROSS_SEED,1.1879067852768588,1.1147498329564036,0.07315695232045516
TRANSFORMER,Sri Lanka,2025,123,CROSS_ARCH_CROSS_SEED,1.2513106022138945,2.2851111357850336,-1.033800533571139
TRANSFORMER,Sri Lanka,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.7899554598530573,0.7841805414427376,0.005774918410319629
TRANSFORMER,Switzerland,42,42,CROSS_ARCH_SAME_SEED_ID,0.6164839631728597,0.557120115801008,0.05936384737185174
TRANSFORMER,Switzerland,42,123,CROSS_ARCH_CROSS_SEED,1.3317191946662144,1.2464710162503032,0.08524817841591115
TRANSFORMER,Switzerland,42,2025,CROSS_ARCH_CROSS_SEED,1.263181400708404,1.159730342546535,0.10345105816186884
TRANSFORMER,Switzerland,123,42,CROSS_ARCH_CROSS_SEED,0.922790043541797,0.5985591352526657,0.32423090828913126
TRANSFORMER,Switzerland,123,123,CROSS_ARCH_SAME_SEED_ID,0.5173301777197153,0.7623709680384414,-0.24504079031872605
TRANSFORMER,Switzerland,123,2025,CROSS_ARCH_CROSS_SEED,0.9525819637082176,3.64912634590764,-2.6965443821994226
TRANSFORMER,Switzerland,2025,42,CROSS_ARCH_CROSS_SEED,0.9374375131855407,0.853918027309288,0.08351948587625269
TRANSFORMER,Switzerland,2025,123,CROSS_ARCH_CROSS_SEED,1.5071360078562208,1.0466042067073196,0.46053180114890124
TRANSFORMER,Switzerland,2025,2025,CROSS_ARCH_SAME_SEED_ID,2.2477232799393336,0.6704505364299373,1.5772727435093963
TRANSFORMER,Thailand,42,42,CROSS_ARCH_SAME_SEED_ID,2.0383896879641243,2.0760103248712864,-0.03762063690716211
TRANSFORMER,Thailand,42,123,CROSS_ARCH_CROSS_SEED,2.060683202987435,2.0761932353025863,-0.015510032315151356
TRANSFORMER,Thailand,42,2025,CROSS_ARCH_CROSS_SEED,1.3512228184772814,1.3155452201200701,0.03567759835721129
TRANSFORMER,Thailand,123,42,CROSS_ARCH_CROSS_SEED,1.8097576200857957,2.0887806043581825,-0.2790229842723868
TRANSFORMER,Thailand,123,123,CROSS_ARCH_SAME_SEED_ID,2.632341818552308,0.408018277219258,2.22432354133305
TRANSFORMER,Thailand,123,2025,CROSS_ARCH_CROSS_SEED,3.0051166442358355,1.1070199838417525,1.898096660394083
TRANSFORMER,Thailand,2025,42,CROSS_ARCH_CROSS_SEED,2.9856830892925297,1.6362625884097075,1.3494205008828222
TRANSFORMER,Thailand,2025,123,CROSS_ARCH_CROSS_SEED,0.7096020518681435,0.5804878945538228,0.12911415731432074
TRANSFORMER,Thailand,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.8506158277714597,2.317605145150899,-1.4669893173794395
TRANSFORMER,Timor-Leste,42,42,CROSS_ARCH_SAME_SEED_ID,0.11543764611391415,0.10306767507834737,0.012369971035566779
TRANSFORMER,Timor-Leste,42,123,CROSS_ARCH_CROSS_SEED,0.7213649387603924,0.7223631465714422,-0.000998207811049756
TRANSFORMER,Timor-Leste,42,2025,CROSS_ARCH_CROSS_SEED,1.9104462719856803,1.9643184670171783,-0.05387219503149798
TRANSFORMER,Timor-Leste,123,42,CROSS_ARCH_CROSS_SEED,1.1868119670157153,1.3091350741477406,-0.12232310713202521
TRANSFORMER,Timor-Leste,123,123,CROSS_ARCH_SAME_SEED_ID,0.41263562617559163,0.48290274666995897,-0.07026712049436734
TRANSFORMER,Timor-Leste,123,2025,CROSS_ARCH_CROSS_SEED,1.8833143020804548,2.1571978482437526,-0.2738835461632978
TRANSFORMER,Timor-Leste,2025,42,CROSS_ARCH_CROSS_SEED,1.0284073697816727,1.05461520172106,-0.02620783193938725
TRANSFORMER,Timor-Leste,2025,123,CROSS_ARCH_CROSS_SEED,0.9852215396671925,0.4481323144855181,0.5370892251816743
TRANSFORMER,Timor-Leste,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.3633398263490213,0.2472986966033609,0.11604112974566039
TRANSFORMER,United Kingdom of Great Britain and Northern Ireland,42,42,CROSS_ARCH_SAME_SEED_ID,0.8734179688907338,0.9026328264181372,-0.029214857527403493
TRANSFORMER,United Kingdom of Great Britain and Northern Ireland,42,123,CROSS_ARCH_CROSS_SEED,1.4555412650660764,1.3664327931195512,0.08910847194652516
TRANSFORMER,United Kingdom of Great Britain and Northern Ireland,42,2025,CROSS_ARCH_CROSS_SEED,1.3604616802493785,1.4536194112442218,-0.09315773099484326
TRANSFORMER,United Kingdom of Great Britain and Northern Ireland,123,42,CROSS_ARCH_CROSS_SEED,1.1835055645528083,1.5786830321807122,-0.39517746762790384
TRANSFORMER,United Kingdom of Great Britain and Northern Ireland,123,123,CROSS_ARCH_SAME_SEED_ID,0.778092727170943,0.3248828581993199,0.45320986897162313
TRANSFORMER,United Kingdom of Great Britain and Northern Ireland,123,2025,CROSS_ARCH_CROSS_SEED,1.2590178631663282,1.2172469124582748,0.04177095070805348
TRANSFORMER,United Kingdom of Great Britain and Northern Ireland,2025,42,CROSS_ARCH_CROSS_SEED,1.6157556684330492,1.129252020779105,0.48650364765394416
TRANSFORMER,United Kingdom of Great Britain and Northern Ireland,2025,123,CROSS_ARCH_CROSS_SEED,1.058962353573492,0.821110329432826,0.23785202414066597
TRANSFORMER,United Kingdom of Great Britain and Northern Ireland,2025,2025,CROSS_ARCH_SAME_SEED_ID,1.0635761653096965,0.9098859737987566,0.15369019151093988
TRANSFORMER,Viet Nam,42,42,CROSS_ARCH_SAME_SEED_ID,0.8579169966950765,0.5434593641185521,0.31445763257652437
TRANSFORMER,Viet Nam,42,123,CROSS_ARCH_CROSS_SEED,0.5420045665724817,0.579581761008622,-0.03757719443614027
TRANSFORMER,Viet Nam,42,2025,CROSS_ARCH_CROSS_SEED,0.902027558106884,0.5652466025257682,0.33678095558111576
TRANSFORMER,Viet Nam,123,42,CROSS_ARCH_CROSS_SEED,1.5844974479208842,1.8179604940177343,-0.2334630460968501
TRANSFORMER,Viet Nam,123,123,CROSS_ARCH_SAME_SEED_ID,0.17415439406493938,0.6669780283771384,-0.492823634312199
TRANSFORMER,Viet Nam,123,2025,CROSS_ARCH_CROSS_SEED,0.6665772187412985,1.4211797727067121,-0.7546025539654136
TRANSFORMER,Viet Nam,2025,42,CROSS_ARCH_CROSS_SEED,1.7511409704227063,1.445140579449753,0.3060003909729534
TRANSFORMER,Viet Nam,2025,123,CROSS_ARCH_CROSS_SEED,0.6908262039364804,0.6622165828299545,0.028609621106525873
TRANSFORMER,Viet Nam,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.3437679096560289,0.3888785368449868,-0.04511062718895792
