receiver_architecture,country,sender_seed,receiver_seed,receiver_stratum,sender_source,P_align_sender_to_receiver,swap_mean_abs_deviation,receiver_neutral_mean_abs_deviation,swap_to_neutral_ratio,receiver_native_equivalence_error,checkpoint_hash_verified
GRU,French Polynesia,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-4-2-0-1,8.753890991210938,5.409509181976318,1.618241266763647,0.0,TRUE
GRU,French Polynesia,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-3-1-2-4,5.453025817871094,5.409509181976318,1.008044470289424,0.0,TRUE
GRU,French Polynesia,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-4-0-2-3,5.050319194793701,5.409509181976318,0.9336002629629718,0.0,TRUE
GRU,French Polynesia,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-4-2-0-1,9.104668617248535,5.409509181976318,1.6830858976233813,0.0,TRUE
GRU,French Polynesia,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,5.25777530670166,5.409509181976318,0.9719505281957533,0.0,TRUE
GRU,French Polynesia,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-2-0-3-4,2.6854376792907715,5.409509181976318,0.4964290823718816,0.0,TRUE
GRU,French Polynesia,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-0-1-3-4,4.200207233428955,4.405749797821045,0.953346745996846,0.0,TRUE
GRU,French Polynesia,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-2-1-4-3,5.154327392578125,4.405749797821045,1.1699092388603876,0.0,TRUE
GRU,French Polynesia,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-2-1-3-4,2.224271535873413,4.405749797821045,0.5048565256641384,0.0,TRUE
GRU,French Polynesia,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-0-2-1-3,2.182497501373291,4.405749797821045,0.49537481734725164,0.0,TRUE
GRU,French Polynesia,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-2-4-1,6.125976085662842,4.405749797821045,1.3904502903665956,0.0,TRUE
GRU,French Polynesia,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-4-3-2,2.3505003452301025,4.405749797821045,0.5335074511931185,0.0,TRUE
GRU,Guam,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,3-1-2-0-4,4.113333225250244,5.6041364669799805,0.733981631155189,0.0,TRUE
GRU,Guam,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-2-4-1-3,8.4740629196167,5.6041364669799805,1.512108595061265,0.0,TRUE
GRU,Guam,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-0-2-1-3,5.515189170837402,5.6041364669799805,0.9841282779841886,0.0,TRUE
GRU,Guam,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,3-1-2-0-4,4.64238977432251,5.6041364669799805,0.828386282467574,0.0,TRUE
GRU,Guam,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-2-1-3-4,9.860855102539062,5.6041364669799805,1.759567269755119,0.0,TRUE
GRU,Guam,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-3-2-4-0,6.776088237762451,5.6041364669799805,1.2091226324854336,0.0,TRUE
GRU,Guam,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-3-1-4-2,2.8747622966766357,7.1966328620910645,0.39945935158367113,0.0,TRUE
GRU,Guam,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,4.8683013916015625,7.1966328620910645,0.676469327377501,0.0,TRUE
GRU,Guam,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-1-0-3-2,5.310980319976807,7.1966328620910645,0.7379812784327087,0.0,TRUE
GRU,Guam,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-1-4-2,3.5018670558929443,7.1966328620910645,0.4865979858913404,0.0,TRUE
GRU,Guam,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-4-2-3-1,5.984053611755371,7.1966328620910645,0.8315074183201608,0.0,TRUE
GRU,Guam,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-4-0-3-2,3.7031993865966797,7.1966328620910645,0.5145738927580463,0.0,TRUE
GRU,Guam,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-4-2-0-3,2.868051767349243,4.414417266845703,0.6497011029948678,0.0,TRUE
GRU,Guam,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-2-1-3-0,11.874119758605957,4.414417266845703,2.689849880704762,0.0,TRUE
GRU,Guam,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,8.511892318725586,4.414417266845703,1.9282029323901477,0.0,TRUE
GRU,Guam,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-4-2-0-3,3.1270318031311035,4.414417266845703,0.7083679711513784,0.0,TRUE
GRU,Guam,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-3-2-0-4,5.741610050201416,4.414417266845703,1.3006495995119307,0.0,TRUE
GRU,Guam,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,5.278411865234375,4.414417266845703,1.195721098881537,0.0,TRUE
GRU,Lao People's Democratic Republic,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,12.314422607421875,17.897823333740234,0.6880402369492181,0.0,TRUE
GRU,Lao People's Democratic Republic,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-3-4-1-0,9.481221199035645,17.897823333740234,0.5297415793104874,0.0,TRUE
GRU,Lao People's Democratic Republic,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-3-0-4-2,7.734091758728027,17.897823333740234,0.43212471229102134,0.0,TRUE
GRU,Lao People's Democratic Republic,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,13.322840690612793,17.897823333740234,0.7443832941124816,0.0,TRUE
GRU,Lao People's Democratic Republic,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-3-4-1-0,8.396342277526855,17.897823333740234,0.4691264474433838,0.0,TRUE
GRU,Lao People's Democratic Republic,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-3-0-4-2,7.8945770263671875,17.897823333740234,0.44109146007071476,0.0,TRUE
GRU,Lao People's Democratic Republic,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-1-0-3-2,14.393975257873535,10.29555606842041,1.398076525659864,0.0,TRUE
GRU,Lao People's Democratic Republic,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,1.5494734048843384,10.29555606842041,0.15049924400266662,0.0,TRUE
GRU,Lao People's Democratic Republic,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-4-1-3-2,10.387747764587402,10.29555606842041,1.0089545135351914,0.0,TRUE
GRU,Lao People's Democratic Republic,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-1-0-3-2,14.179524421691895,10.29555606842041,1.3772470692656216,0.0,TRUE
GRU,Lao People's Democratic Republic,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,1.9187120199203491,10.29555606842041,0.18636312668973948,0.0,TRUE
GRU,Lao People's Democratic Republic,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-4-1-3-2,9.956159591674805,10.29555606842041,0.9670346628690958,0.0,TRUE
GRU,Lao People's Democratic Republic,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-0-4-1-3,8.03672981262207,5.650665283203125,1.4222625849936001,0.0,TRUE
GRU,Lao People's Democratic Republic,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-2-4-3-1,9.880684852600098,5.650665283203125,1.7485878843276932,0.0,TRUE
GRU,Lao People's Democratic Republic,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,3.7999813556671143,5.650665283203125,0.6724838873331858,0.0,TRUE
GRU,Lao People's Democratic Republic,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-0-4-1-3,8.29396915435791,5.650665283203125,1.4677863116423004,0.0,TRUE
GRU,Lao People's Democratic Republic,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-2-4-3-1,9.45795726776123,5.650665283203125,1.6737776516113005,0.0,TRUE
GRU,Lao People's Democratic Republic,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,6.2748847007751465,5.650665283203125,1.1104683052856703,0.0,TRUE
GRU,Malaysia,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,2-3-1-0-4,111.85186767578125,89.24592590332031,1.253299425644929,0.0,TRUE
GRU,Malaysia,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-3-1-4-2,51.62257766723633,89.24592590332031,0.5784306358495157,0.0,TRUE
GRU,Malaysia,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-0-4-1-2,157.3146209716797,89.24592590332031,1.7627092708085954,0.0,TRUE
GRU,Malaysia,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-4-3-2,26.313066482543945,89.24592590332031,0.29483773310894623,0.0,TRUE
GRU,Malaysia,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-1-2-4,78.71758270263672,89.24592590332031,0.8820299851884679,0.0,TRUE
GRU,Malaysia,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-0-4-2-1,77.1676025390625,89.24592590332031,0.8646624678717301,0.0,TRUE
GRU,Malaysia,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-3-1-0-4,302.64678955078125,261.0650939941406,1.1592771171375897,0.0,TRUE
GRU,Malaysia,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,90.42052459716797,261.0650939941406,0.3463524104804198,0.0,TRUE
GRU,Malaysia,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-1-4-2-0,420.4473571777344,261.0650939941406,1.6105077501750231,0.0,TRUE
GRU,Malaysia,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-3-1-0-4,293.7393493652344,261.0650939941406,1.1251575033306715,0.0,TRUE
GRU,Malaysia,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,28.110700607299805,261.0650939941406,0.10767697886079984,0.0,TRUE
GRU,Malaysia,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-2-4-1-0,226.69241333007812,261.0650939941406,0.8683367426177857,0.0,TRUE
GRU,Malaysia,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-0-4-1-3,212.1077423095703,143.1501007080078,1.4817156345717122,0.0,TRUE
GRU,Malaysia,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-2-1-3-4,67.69932556152344,143.1501007080078,0.4729254483698476,0.0,TRUE
GRU,Malaysia,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,57.68902587890625,143.1501007080078,0.40299675371223215,0.0,TRUE
GRU,Malaysia,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-1-4-0-3,151.40538024902344,143.1501007080078,1.0576686953078325,0.0,TRUE
GRU,Malaysia,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-2-1-3-4,101.17012023925781,143.1501007080078,0.7067415233302616,0.0,TRUE
GRU,Malaysia,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,62.91787338256836,143.1501007080078,0.4395237800838567,0.0,TRUE
GRU,Maldives,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.2954687476158142,0.9746415019035339,0.3031563370108351,0.0,TRUE
GRU,Maldives,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-1-4-0-2,1.7449084520339966,0.9746415019035339,1.7903079733687561,0.0,TRUE
GRU,Maldives,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-0-4-1-3,1.1199455261230469,0.9746415019035339,1.1490845853944505,0.0,TRUE
GRU,Maldives,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.2416929453611374,0.9746415019035339,0.24798138073239895,0.0,TRUE
GRU,Maldives,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-1-4-0-2,1.7569059133529663,0.9746415019035339,1.802617588027621,0.0,TRUE
GRU,Maldives,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-0-4-3-1,1.5689489841461182,0.9746415019035339,1.6097703423072645,0.0,TRUE
GRU,Maldives,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-1-4-0-2,1.287689208984375,1.173948884010315,1.096886948421053,0.0,TRUE
GRU,Maldives,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.4051859676837921,1.173948884010315,0.34514787926680457,0.0,TRUE
GRU,Maldives,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-1-0-2-4,1.2269545793533325,1.173948884010315,1.045151621220462,0.0,TRUE
GRU,Maldives,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-1-4-0-2,1.290905237197876,1.173948884010315,1.099626444371264,0.0,TRUE
GRU,Maldives,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.3450646996498108,1.173948884010315,0.29393502932686366,0.0,TRUE
GRU,Maldives,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-1-0-2-4,1.2217633724212646,1.173948884010315,1.0407296169894646,0.0,TRUE
GRU,Maldives,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-3-0-2-4,14.056015968322754,7.188027381896973,1.955476130172068,0.0,TRUE
GRU,Maldives,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-1-3-0-2,8.508069038391113,7.188027381896973,1.1836444947077778,0.0,TRUE
GRU,Maldives,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,8.599210739135742,7.188027381896973,1.196324148791201,0.0,TRUE
GRU,Maldives,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-4-0-2-3,12.263131141662598,7.188027381896973,1.706049586364579,0.0,TRUE
GRU,Maldives,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-1-3-0-2,8.538269996643066,7.188027381896973,1.1878460588709883,0.0,TRUE
GRU,Maldives,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,7.680912971496582,7.188027381896973,1.0685703550380095,0.0,TRUE
GRU,Mexico,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,615.3114013671875,590.3019409179688,1.0423672339791514,0.0,TRUE
GRU,Mexico,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-4-3-0-2,1259.6727294921875,590.3019409179688,2.1339464470221654,0.0,TRUE
GRU,Mexico,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-0-4-3-2,362.794677734375,590.3019409179688,0.6145917073730082,0.0,TRUE
GRU,Mexico,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,1186.78515625,590.3019409179688,2.0104713774182246,0.0,TRUE
GRU,Mexico,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-2-3-0-4,438.11016845703125,590.3019409179688,0.7421797864593388,0.0,TRUE
GRU,Mexico,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-0-4-3-2,464.1477355957031,590.3019409179688,0.7862886828288498,0.0,TRUE
GRU,Mexico,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-0-2-3-1,936.0450439453125,813.4926147460938,1.1506497133197326,0.0,TRUE
GRU,Mexico,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,826.4337768554688,813.4926147460938,1.0159081494715403,0.0,TRUE
GRU,Mexico,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-1-4-3-0,1386.0555419921875,813.4926147460938,1.7038329750846002,0.0,TRUE
GRU,Mexico,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-0-2-3-1,564.4195556640625,813.4926147460938,0.6938225933867002,0.0,TRUE
GRU,Mexico,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,1599.337646484375,813.4926147460938,1.966013725869605,0.0,TRUE
GRU,Mexico,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-1-4-3-0,1415.0340576171875,813.4926147460938,1.739455321372335,0.0,TRUE
GRU,Mexico,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-0-4-3-2,547.6173095703125,626.9422607421875,0.8734732747510617,0.0,TRUE
GRU,Mexico,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-2-3-4,1233.0609130859375,626.9422607421875,1.9667854446854707,0.0,TRUE
GRU,Mexico,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,181.291748046875,626.9422607421875,0.28916817289084645,0.0,TRUE
GRU,Mexico,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-0-4-3-2,801.7330322265625,626.9422607421875,1.2787988343255947,0.0,TRUE
GRU,Mexico,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-1-2-0-3,748.4998779296875,626.9422607421875,1.1938896526828444,0.0,TRUE
GRU,Mexico,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,185.5340576171875,626.9422607421875,0.2959348399923597,0.0,TRUE
GRU,Mongolia,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,120.15743255615234,150.4821014404297,0.7984832176451113,0.0,TRUE
GRU,Mongolia,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-0-1-3-4,102.65541076660156,150.4821014404297,0.6821768820608812,0.0,TRUE
GRU,Mongolia,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-3-4-1-2,209.5980224609375,150.4821014404297,1.3928435372356203,0.0,TRUE
GRU,Mongolia,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,137.10987854003906,150.4821014404297,0.9111374524120119,0.0,TRUE
GRU,Mongolia,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-2-4-1-0,132.29270935058594,150.4821014404297,0.8791258766608582,0.0,TRUE
GRU,Mongolia,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-3-4-1-0,144.91346740722656,150.4821014404297,0.9629947084742996,0.0,TRUE
GRU,Mongolia,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-3-2-0-1,120.27338409423828,97.50385284423828,1.2335244258129385,0.0,TRUE
GRU,Mongolia,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,68.33464813232422,97.50385284423828,0.7008404913135929,0.0,TRUE
GRU,Mongolia,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-3-0-1-4,162.9701385498047,97.50385284423828,1.671422551990313,0.0,TRUE
GRU,Mongolia,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-3-2-0-1,104.80854034423828,97.50385284423828,1.0749169113518948,0.0,TRUE
GRU,Mongolia,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,82.09357452392578,97.50385284423828,0.841952108857377,0.0,TRUE
GRU,Mongolia,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-2-1-4,98.57350158691406,97.50385284423828,1.010970322828007,0.0,TRUE
GRU,Mongolia,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-3-0-1-2,23.927419662475586,44.0893669128418,0.5427027271626871,0.0,TRUE
GRU,Mongolia,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-2-4-1-3,83.32805633544922,44.0893669128418,1.8899807860742601,0.0,TRUE
GRU,Mongolia,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,9.702454566955566,44.0893669128418,0.22006336779876867,0.0,TRUE
GRU,Mongolia,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-0-4-1-3,19.378116607666016,44.0893669128418,0.43951904879862996,0.0,TRUE
GRU,Mongolia,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-0-3-1-2,102.22534942626953,44.0893669128418,2.318594177783365,0.0,TRUE
GRU,Mongolia,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,15.833444595336914,44.0893669128418,0.35912161375864865,0.0,TRUE
GRU,Myanmar,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,15.546759605407715,34.849491119384766,0.44611152433040685,0.0,TRUE
GRU,Myanmar,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-4-3-1-0,48.2823371887207,34.849491119384766,1.385453148320551,0.0,TRUE
GRU,Myanmar,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-0-2-4-3,54.22722625732422,34.849491119384766,1.5560406914280804,0.0,TRUE
GRU,Myanmar,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,19.514923095703125,34.849491119384766,0.5599772756752852,0.0,TRUE
GRU,Myanmar,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-4-3-1-0,38.39130783081055,34.849491119384766,1.101631805735484,0.0,TRUE
GRU,Myanmar,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-0-2-4-3,51.07821273803711,34.849491119384766,1.4656803039980473,0.0,TRUE
GRU,Myanmar,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-2-1-0-3,45.86014938354492,36.68961715698242,1.2499489756822728,0.0,TRUE
GRU,Myanmar,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-2-1-3-4,40.30950164794922,36.68961715698242,1.0986623674888332,0.0,TRUE
GRU,Myanmar,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-2-3-4,17.348360061645508,36.68961715698242,0.4728411307051192,0.0,TRUE
GRU,Myanmar,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-2-3-4-1,62.3619499206543,36.68961715698242,1.6997165616045726,0.0,TRUE
GRU,Myanmar,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-2-1-3-4,36.442237854003906,36.68961715698242,0.993257512011639,0.0,TRUE
GRU,Myanmar,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-3-0-2-4,28.48883628845215,36.68961715698242,0.7764822447331103,0.0,TRUE
GRU,Myanmar,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-1-0-2-4,34.48382568359375,51.08232498168945,0.6750637465298327,0.0,TRUE
GRU,Myanmar,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-2-3-4,54.004661560058594,51.08232498168945,1.0572083705942643,0.0,TRUE
GRU,Myanmar,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,13.77451229095459,51.08232498168945,0.26965319796802684,0.0,TRUE
GRU,Myanmar,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-3-0-2-4,46.278953552246094,51.08232498168945,0.9059680343217514,0.0,TRUE
GRU,Myanmar,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-1-2-0-3,38.39673614501953,51.08232498168945,0.7516638320355017,0.0,TRUE
GRU,Myanmar,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,15.155282020568848,51.08232498168945,0.2966834815369364,0.0,TRUE
GRU,Nepal,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,40.34236526489258,13.107124328613281,3.0778959788169455,0.0,TRUE
GRU,Nepal,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-0-3-1-2,9.51356029510498,13.107124328613281,0.7258312393006425,0.0,TRUE
GRU,Nepal,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-4-0-3-2,12.729948043823242,13.107124328613281,0.9712235670209788,0.0,TRUE
GRU,Nepal,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,27.470478057861328,13.107124328613281,2.095843250520816,0.0,TRUE
GRU,Nepal,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-0-4-1-3,17.32329559326172,13.107124328613281,1.3216701969816824,0.0,TRUE
GRU,Nepal,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-4-0-1-3,18.748065948486328,13.107124328613281,1.4303721761117874,0.0,TRUE
GRU,Nepal,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-3-0-1-4,27.951215744018555,44.06291580200195,0.6343478463753554,0.0,TRUE
GRU,Nepal,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-2-1-3-4,19.985265731811523,44.06291580200195,0.453562034378658,0.0,TRUE
GRU,Nepal,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-1-2-3-0,22.363000869750977,44.06291580200195,0.5075243084284253,0.0,TRUE
GRU,Nepal,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-3-4-1-0,21.576786041259766,44.06291580200195,0.48968130339389493,0.0,TRUE
GRU,Nepal,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,13.760886192321777,44.06291580200195,0.3123008530383404,0.0,TRUE
GRU,Nepal,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-4-1-3-0,25.107852935791016,44.06291580200195,0.5698182355569458,0.0,TRUE
GRU,Nepal,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-0-3-1-2,32.73960494995117,51.463172912597656,0.6361754065485701,0.0,TRUE
GRU,Nepal,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-1-2-3-0,40.125728607177734,51.463172912597656,0.7796979147656745,0.0,TRUE
GRU,Nepal,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,19.013484954833984,51.463172912597656,0.36945807805370817,0.0,TRUE
